CarParkID,Area,Development,Location,AvailableLots,LotType,Agency
RHM3,,BLK 73 REDHILL ROAD,1.2879157769517038 103.81727324817027,93,Y,HDB
RHM3,,BLK 73 REDHILL ROAD,1.2879157769517038 103.81727324817027,0,H,HDB
RHM3,,BLK 73 REDHILL ROAD,1.2879157769517038 103.81727324817027,469,C,HDB
RHM4,,BLK 74 REDHILL ROAD,1.2879887721527163 103.81581722173435,1,Y,HDB
RHM4,,BLK 74 REDHILL ROAD,1.2879887721527163 103.81581722173435,0,H,HDB
RHM4,,BLK 74 REDHILL ROAD,1.2879887721527163 103.81581722173435,78,C,HDB
S100,,BLK 472 FERNVALE STREET,1.3968683410717004 103.88171503224535,519,C,HDB
S102,,BLK 164 RIVERVALE CRESCENT,1.389273973757567 103.90760011419343,64,Y,HDB
S102,,BLK 164 RIVERVALE CRESCENT,1.389273973757567 103.90760011419343,0,H,HDB
S102,,BLK 164 RIVERVALE CRESCENT,1.389273973757567 103.90760011419343,643,C,HDB
S103,,BLK 293 COMPASSVALE CRESCENT,1.3963388420700356 103.89528722452658,309,C,HDB
S104,,BLK 215 COMPASSVALE DRIVE,1.3902443441594323 103.89305178725374,151,C,HDB
S105,,BLK 217 COMPASSVALE DRIVE,1.3897226990663318 103.89445743483195,202,C,HDB
S106,,BLK 278 COMPASSVALE BOW,1.3814023959858281 103.89007917301795,317,C,HDB
S107,,BLK 338 ANCHORVALE CRESCENT,1.3991578704123653 103.88970473952219,139,C,HDB
S108,,BLK 289 COMPASSVALE CRESCENT,1.3980764550198779 103.89694953065991,430,C,HDB
S109,,BLK 417 FERNVALE LINK,1.391571986781456 103.87989873490655,309,C,HDB
S110,,BLK 351 ANCHORVALE ROAD,1.3933026076601063 103.88662111892232,187,C,HDB
S111,,BLK 455 SENGKANG WEST AVENUE,1.3918147455815222 103.87124387900403,225,C,HDB
S113,,BLK 353 ANCHORVALE LANE,1.393103563584264 103.88565655399104,220,C,HDB
S114,,BLK 460 SENGKANG WEST WAY,1.3942085312005135 103.8696235954107,107,C,HDB
S115,,BLK 462 SENGKANG WEST WAY,1.3940612066141218 103.87144931485108,115,C,HDB
S116,,BLK 402 FERNVALE LANE,1.3883249511849172 103.8712182076095,44,C,HDB
S117,,BLK 400 FERNVALE LANE,1.3903036981547614 103.87045246748876,40,Y,HDB
S117,,BLK 400 FERNVALE LANE,1.3903036981547614 103.87045246748876,0,H,HDB
S117,,BLK 400 FERNVALE LANE,1.3903036981547614 103.87045246748876,206,C,HDB
S118,,BLK 465 FERNVALE ROAD,1.3981368437397428 103.87638295654004,0,H,HDB
S118,,BLK 465 FERNVALE ROAD,1.3981368437397428 103.87638295654004,68,Y,HDB
S118,,BLK 465 FERNVALE ROAD,1.3981368437397428 103.87638295654004,314,C,HDB
S119,,BLK 172 SENGKANG EAST DRIVE,1.387119318499052 103.91108396378772,308,Y,HDB
S119,,BLK 172 SENGKANG EAST DRIVE,1.387119318499052 103.91108396378772,0,H,HDB
S119,,BLK 172 SENGKANG EAST DRIVE,1.387119318499052 103.91108396378772,294,C,HDB
S120,,BLK 339 ANCHORVALE ROAD,1.3968220896050108 103.88847024863396,9,Y,HDB
S120,,BLK 339 ANCHORVALE ROAD,1.3968220896050108 103.88847024863396,0,C,HDB
S120,,BLK 339 ANCHORVALE ROAD,1.3968220896050108 103.88847024863396,5,H,HDB
S13L,,351A-351D ANCHORVALE ROAD,1.394310123900601 103.88702095718199,5,C,HDB
S14L,,"353A-353B,355A,356A-356B ANCHORVALE LANE",1.3935681563916775 103.88428733664838,6,C,HDB
S16L,,"BLK 464A-B, 465B, 466A-B FERNVALE ROAD",1.3980382156308748 103.87682189345414,10,Y,HDB
S16L,,"BLK 464A-B, 465B, 466A-B FERNVALE ROAD",1.3980382156308748 103.87682189345414,0,H,HDB
S16L,,"BLK 464A-B, 465B, 466A-B FERNVALE ROAD",1.3980382156308748 103.87682189345414,0,C,HDB
S28L,,BLK 489 ADMIRALTY LINK,1.4548200839420269 103.81675504266146,6,C,HDB
S30L,,SENGKANG EAST WAY,1.394561700153875 103.89483022537904,0,Y,HDB
S30L,,SENGKANG EAST WAY,1.394561700153875 103.89483022537904,0,H,HDB
S30L,,SENGKANG EAST WAY,1.394561700153875 103.89483022537904,4,C,HDB
S36L,,BLK 121A AND 121B CANBERRA STREET,1.4478377099090503 103.83362049901511,4,C,HDB
S38L,,"BLK 128A, 128B, 129A AND 130A CANBERRA STREET/CANBERRA CRESCENT",1.4455889552974814 103.83282740751336,5,C,HDB
S39L,,BLK 542A/542 SERANGOON NORTH AVENUE 4,1.3739074487156553 103.8717519150953,1,C,HDB
S40L,,BLK 115B AND 115C CANBERRA WALK,1.4465179239086445 103.829732040358,3,C,HDB
S43L,,"BLK 117A, 117B, 118A AND 118B CANBERRA CRESCENT",1.444685419763672 103.83025714496726,7,C,HDB
S50L,,BLK 373A SEMBAWANG AVENUE,1.441955132957393 103.82255046186705,0,C,HDB
SAM2,,BLK 61 STRATHMORE AVENUE,1.2939801137900027 103.81098041001145,0,H,HDB
SAM2,,BLK 61 STRATHMORE AVENUE,1.2939801137900027 103.81098041001145,234,C,HDB
SAM2,,BLK 61 STRATHMORE AVENUE,1.2939801137900027 103.81098041001145,96,Y,HDB
SB10,,BLK 481A SEMBAWANG DRIVE,1.452495987456088 103.81539294605086,403,C,HDB
SB11,,BLK 476A SEMBAWANG DRIVE,1.4517759782008903 103.81666194814879,299,C,HDB
SB12,,BLK 424A CANBERRA ROAD,1.4531650655899664 103.81906292608306,556,C,HDB
SB13,,BLK 404A ADMIRALTY LINK,1.4543523817137431 103.81642548979474,905,C,HDB
SB15,,BLK 358A ADMIRALTY DRIVE,1.4489271805765818 103.81669362669614,1094,C,HDB
SB16,,BLK 339 SEMBAWANG CLOSE,1.4482824208033607 103.81731036780398,496,C,HDB
SB17,,BLK 504 MONTREAL DRIVE,1.4509081142295963 103.82368995407175,429,C,HDB
SB19,,BLK 501 WELLINGTON CIRCLE,1.4515916427548001 103.82135766637346,154,C,HDB
SB20,,BLK 505 CANBERRA LINK,1.450271732573177 103.8225080185276,251,C,HDB
SB21,,BLK 467/467A/467B ADMIRALTY DRIVE,1.4517812855913594 103.81423563978693,903,C,HDB
SB22,,BLK 351 CANBERRA ROAD,1.4511675571835254 103.82028829233386,306,C,HDB
SB23,,BLK 354 ADMIRALTY DRIVE,1.4500353806767627 103.81838924290308,330,C,HDB
SB25,,BLK 588 MONTREAL DRIVE,1.4501900593570105 103.82478696492102,300,C,HDB
SB26,,BLK 484A ADMIRALTY LINK,1.4564650180952712 103.81522395296531,899,C,HDB
SB29,,BLK 508 WELLINGTON CIRCLE,1.4530310352124842 103.82008390804245,432,C,HDB
SB30,,BLK 466 SEMBAWANG DRIVE,1.4554680859099436 103.81353977631461,731,C,HDB
SB31,,BLK 463 SEMBAWANG DRIVE,1.4555266790507175 103.81452318921082,115,C,HDB
SB32,,BLK 591 MONTREAL LINK,1.450366872255783 103.82631386478548,67,C,HDB
SB33,,BLK 592 MONTREAL LINK,1.451213897943298 103.82743286825088,241,C,HDB
SB34,,BLK 462 SEMBAWANG DRIVE,1.454645033510498 103.81352159666493,10,C,HDB
SB35,,BLK 120 CANBERRA CRESCENT,1.4457165694510925 103.83160177449508,295,C,HDB
SB36,,BLK 121 CANBERRA STREET,1.4474343157008775 103.83398232747967,127,C,HDB
SB37,,BLK 106 CANBERRA STREET,1.4491498239727896 103.83273866360832,412,C,HDB
SB38,,BLK 129 CANBERRA STREET,1.4446430469023972 103.83269273289437,412,C,HDB
SB39,,BLK 108 CANBERRA WALK,1.4477832787082066 103.83220530968381,151,C,HDB
SB40,,BLK 115 CANBERRA WALK,1.446071969443805 103.82870324072363,179,C,HDB
SB41,,BLK 361 SEMBAWANG CRESCENT,1.446182983056082 103.81375259506228,293,C,HDB
SB42,,BLK 365 SEMBAWANG CRESCENT,1.444366165761169 103.8162581405146,238,C,HDB
SB43,,BLK 117 CANBERRA CRESCENT,1.4450726705358277 103.8299243284781,120,C,HDB
SB44,,BLK 102 CANBERRA STREET,1.4518274120775012 103.8320893943373,271,C,HDB
SB45,,BLK 132 CANBERRA VIEW,1.4433848775507434 103.83075891243513,277,C,HDB
SB46,,BLK 126 CANBERRA STREET,1.4459880598647734 103.83435654794091,220,C,HDB
SB47,,BLK 109 CANBERRA WALK,1.448595127025983 103.8297476826149,69,C,HDB
SB48,,BLK 379 CANBERRA DRIVE,1.4408072537790066 103.82855842980719,220,C,HDB
SB49,,BLK 374 CANBERRA DRIVE,1.444494078680707 103.8285148149121,356,C,HDB
SB50,,BLK 371 SEMBAWANG AVENUE 1,1.442415340996677 103.82180827068667,208,C,HDB
SD11,,BLK 63 SIMS PLACE,1.3163856903506406 103.87944876634826,40,C,HDB
SDM2,,BLK 50A SIMS DRIVE,1.3161327949996653 103.87845506103258,30,C,HDB
SE11,,BLK 151/154 SERANGOON NORTH AVENUE 1/2,1.3702260011049046 103.87341939616752,86,C,HDB
SE12,,BLK 211-222 SERANGOON AVENUE 4,1.3578438574967144 103.87308906272628,382,C,HDB
SE13,,BLK 223/230 SERANGOON AVENUE 4,1.3565716827201024 103.870330188763,189,C,HDB
SE14,,BLK 231/237 SERANGOON AVENUE 3,1.3545522236841812 103.86998870808895,61,C,HDB
SE15,,BLK 238/246 SERANGOON AVENUE 3,1.352894926193335 103.86941007543467,235,C,HDB
SE16,,BLK 301/319 SERANGOON AVENUE 2,1.3526188900846794 103.86771993211644,289,C,HDB
SE17,,BLK 321/329 SERANGOON AVENUE 3,1.3517144409693025 103.86770944034203,0,C,HDB
SE18,,BLK 330/335 SERANGOON AVENUE 3,1.3501974828939238 103.87046405891783,104,C,HDB
SE19,,BLK 201/210 SERANGOON CENTRAL,1.3547449134272018 103.87369123101904,282,C,HDB
SE20,,BLK 264 SERANGOON CENTRAL,1.3515775676607027 103.8720987967432,508,C,HDB
SE21,,BLK 262/263 SERANGOON CENTRAL,1.353436181230312 103.87201608645347,12,C,HDB
SE22,,BLK 261/263 SERANGOON CENTRAL,1.3541567315927683 103.87212882726384,12,C,HDB
SE23,,BLK 253/254 SERANGOON CENTRAL DRIVE,1.354049906816003 103.87083893019741,155,C,HDB
SE24,,BLK 265 SERANGOON AVENUE 3,1.3527643970666408 103.8714941926285,108,C,HDB
SE25,,BLK 401/408 SERANGOON CENTRAL/AVENUE 1,1.3463102490812497 103.87272339151934,70,C,HDB
SE26,,BLK 409/414 SERANGOON CENTRAL/AVENUE 1,1.3489617112055192 103.87413981650268,89,C,HDB
SE27,,BLK 421/427 SERANGOON CENTRAL/AVENUE 1,1.3483947532027676 103.87624891045587,163,C,HDB
SE28,,BLK 410A SERANGOON CENTRAL,1.348195706189631 103.8736232572117,204,C,HDB
SE29,,BLK 2A LORONG LEW LIAN,1.3499026871370667 103.87579928529941,159,C,HDB
SE31,,BLK 514/520 SERANGOON NORTH AVENUE 4,1.3715119708692027 103.87367190695393,135,C,HDB
SE32,,BLK 521/530 SERANGOON NORTH AVENUE 4,1.372284800918567 103.87229673775934,51,C,HDB
SE33,,BLK 537/542 SERANGOON NORTH AVENUE 4,1.3741617382624973 103.87260782853822,77,C,HDB
SE34,,BLK 531/536 SERANGOON NORTH AVENUE 4,1.3740981072012308 103.87463332859029,80,C,HDB
SE35,,BLK 500/506B SERANGOON NORTH AVENUE 4,1.3730991179959164 103.8762529602167,22,C,HDB
SE37,,BLK 519 SERANGOON NORTH AVENUE 4,1.3715875511322557 103.87488896753742,28,C,HDB
SE38,,BLK 504A SERANGOON NORTH AVENUE 4,1.3739532451931173 103.87571527826658,288,C,HDB
SE39,,BLK 542A SERANGOON NORTH AVENUE 4,1.373503671759305 103.87170290325068,78,C,HDB
SE40,,BLK 550A SERANGOON NORTH AVENUE 3,1.3725409566253728 103.87002295696436,160,C,HDB
SE41,,BLK 546A SERANGOON NORTH AVENUE 3,1.3740476540848487 103.87021204033411,571,C,HDB
SE42,,BLK 512A SERANGOON NORTH AVENUE 4,1.3708797396076515 103.87510469851749,169,C,HDB
SE43,,BLK 510 SERANGOON NORTH AVENUE 4,1.37049462677428 103.8756824051974,0,C,HDB
SE4S,,BLK 149A SERANGOON NORTH AVENUE 1,1.3669872866955446 103.87327955200182,99,C,HDB
SE50,,BLK 238A SERANGOON AVENUE 2,1.353901343488562 103.86861037078525,403,C,HDB
SE51,,BLK 257A SERANGOON CENTRAL DRIVE,1.3552098604962368 103.87238246840388,141,C,HDB
SE52,,NEXT TO BLK 226 SERANGOON AVENUE 4,1.3568895318558394 103.87163341170114,18,C,HDB
SE53,,BLK 150 SERANGOON NORTH AVENUE 2,1.3693911560780414 103.87507121088757,265,C,HDB
SE5L,,BLK 150 SERANGOON NORTH AVENUE 2,1.3694026719488936 103.87534555977184,24,C,HDB
SGLM,,BLK 4A SAINT GEORGES LANE,1.3226623839168703 103.8602290329348,132,C,HDB
SGTM,,BLK 25A/26/26A/26B SAINT GEORGES LANE,1.3220346880406992 103.86283710341831,207,C,HDB
SI10,,BLK 148 - 154 SIMEI STREET 1,1.3455699791114357 103.95712322052755,120,C,HDB
SI11,,BLK 155/162 SIMEI ROAD,1.3451725697981154 103.95926490626219,78,C,HDB
SI12,,BLK 163/165 SIMEI ROAD,1.3458702647673446 103.95892841000206,91,C,HDB
SI13,,BLK 221/235 SIMEI STREET 4,1.3419793599974499 103.9571114151238,299,C,HDB
SIM1,,BLK 115 SIMEI STREET 1,1.3431889781057702 103.95041884752926,230,C,HDB
SIM2,,BLK 125 SIMEI STREET 1,1.3461064600667896 103.95391967522481,215,C,HDB
SIM3,,BLK 166 SIMEI ROAD MSCP,1.3453701773146982 103.95816625977928,165,C,HDB
SIM4,,BLK 248 SIMEI STREET 3,1.3435931829568506 103.95354638404822,430,C,HDB
SIM5,,BLK 256A SIMEI STREET 1,1.342527290380163 103.95228048073793,149,C,HDB
SIM6,,BLK 168 SIMEI LANE,1.3429664552341791 103.95894372041217,55,C,HDB
SK10,,BLK 241A COMPASSVALE WALK,1.3902640174774803 103.89823603716266,232,C,HDB
SK11,,BLK 226D COMPASSVALE WALK,1.3884031810819915 103.89946348353945,183,C,HDB
SK12,,BLK 103A RIVERVALE WALK,1.3832014796148846 103.90065803933705,173,C,HDB
SK13,,BLK 228D COMPASSVALE WALK,1.388174110121328 103.9007435939321,164,C,HDB
SK15,,BLK 256A COMPASSVALE ROAD,1.393603842679043 103.89953418022655,883,C,HDB
SK16,,BLK 111A RIVERVALE WALK,1.383729704101506 103.90090376594993,231,C,HDB
SK18,,BLK 188E RIVERVALE DRIVE,1.3946789699341493 103.90455098519716,618,C,HDB
SK18,,BLK 188E RIVERVALE DRIVE,1.3946789699341493 103.90455098519716,0,H,HDB
SK18,,BLK 188E RIVERVALE DRIVE,1.3946789699341493 103.90455098519716,190,Y,HDB
SK19,,BLK 190C RIVERVALE DRIVE,1.3947732529026147 103.90242815700071,325,C,HDB
SK21,,BLK 117D RIVERVALE DRIVE,1.3828302395058507 103.90310885240815,390,C,HDB
SK22,,BLK 122F RIVERVALE DRIVE,1.387224448435733 103.90521541155674,302,C,HDB
SK23,,BLK 121E SENGKANG EAST WAY,1.38622337338112 103.90609468269247,446,C,HDB
SK24,,BLK 185 RIVERVALE CRESCENT,1.3937143837178119 103.90675769276938,0,H,HDB
SK24,,BLK 185 RIVERVALE CRESCENT,1.3937143837178119 103.90675769276938,0,Y,HDB
SK24,,BLK 185 RIVERVALE CRESCENT,1.3937143837178119 103.90675769276938,774,C,HDB
SK25,,BLK 257 COMPASSVALE ROAD,1.3929209702331873 103.89795579643967,74,Y,HDB
SK25,,BLK 257 COMPASSVALE ROAD,1.3929209702331873 103.89795579643967,380,C,HDB
SK25,,BLK 257 COMPASSVALE ROAD,1.3929209702331873 103.89795579643967,0,H,HDB
SK26,,BLK 259 COMPASSVALE ROAD,1.3935143423052587 103.8965586161826,376,C,HDB
SK26,,BLK 259 COMPASSVALE ROAD,1.3935143423052587 103.8965586161826,43,Y,HDB
SK26,,BLK 259 COMPASSVALE ROAD,1.3935143423052587 103.8965586161826,0,H,HDB
SK27,,BLK 119 RIVERVALE DRIVE,1.384855972266983 103.90344012017664,142,Y,HDB
SK27,,BLK 119 RIVERVALE DRIVE,1.384855972266983 103.90344012017664,663,C,HDB
SK27,,BLK 119 RIVERVALE DRIVE,1.384855972266983 103.90344012017664,0,H,HDB
SK28,,BLK 203 COMPASSVALE ROAD,1.387008719226631 103.89590076347677,422,C,HDB
SK28,,BLK 203 COMPASSVALE ROAD,1.387008719226631 103.89590076347677,115,Y,HDB
SK28,,BLK 203 COMPASSVALE ROAD,1.387008719226631 103.89590076347677,0,H,HDB
SK29,,BLK 204 COMPASSVALE DRIVE,1.3880225732111184 103.89538993670817,123,Y,HDB
SK29,,BLK 204 COMPASSVALE DRIVE,1.3880225732111184 103.89538993670817,476,C,HDB
SK29,,BLK 204 COMPASSVALE DRIVE,1.3880225732111184 103.89538993670817,0,H,HDB
SK30,,BLK 260 SENGKANG EAST WAY,1.3937198420143573 103.89584128890574,71,Y,HDB
SK30,,BLK 260 SENGKANG EAST WAY,1.3937198420143573 103.89584128890574,0,H,HDB
SK30,,BLK 260 SENGKANG EAST WAY,1.3937198420143573 103.89584128890574,312,C,HDB
SK31,,BLK 195A RIVERVALE DRIVE,1.3932082234844958 103.90256587963746,566,C,HDB
SK31,,BLK 195A RIVERVALE DRIVE,1.3932082234844958 103.90256587963746,0,H,HDB
SK31,,BLK 195A RIVERVALE DRIVE,1.3932082234844958 103.90256587963746,96,Y,HDB
SK32,,BLK 200 SENGKANG EAST ROAD,1.3876583459255256 103.89216437348897,0,H,HDB
SK32,,BLK 200 SENGKANG EAST ROAD,1.3876583459255256 103.89216437348897,100,Y,HDB
SK32,,BLK 200 SENGKANG EAST ROAD,1.3876583459255256 103.89216437348897,27,C,HDB
SK33,,BLK 201 SENGKANG EAST ROAD,1.3883315022132272 103.89239969863988,88,Y,HDB
SK33,,BLK 201 SENGKANG EAST ROAD,1.3883315022132272 103.89239969863988,546,C,HDB
SK33,,BLK 201 SENGKANG EAST ROAD,1.3883315022132272 103.89239969863988,0,H,HDB
SK34,,BLK 299 COMPASSVALE STREET,1.396680949589116 103.90197084903365,1044,C,HDB
SK34,,BLK 299 COMPASSVALE STREET,1.396680949589116 103.90197084903365,113,Y,HDB
SK34,,BLK 299 COMPASSVALE STREET,1.396680949589116 103.90197084903365,1,H,HDB
SK35,,BLK 297 COMPASSVALE STREET,1.3951935710693828 103.899843568647,154,Y,HDB
SK35,,BLK 297 COMPASSVALE STREET,1.3951935710693828 103.899843568647,1,H,HDB
SK35,,BLK 297 COMPASSVALE STREET,1.3951935710693828 103.899843568647,436,C,HDB
SK36,,BLK 301 ANCHORVALE DRIVE,1.3888534292018762 103.89154112843646,766,C,HDB
SK38,,BLK 261 COMPASSVALE STREET,1.3947766801166364 103.8946894191024,0,H,HDB
SK38,,BLK 261 COMPASSVALE STREET,1.3947766801166364 103.8946894191024,49,Y,HDB
SK38,,BLK 261 COMPASSVALE STREET,1.3947766801166364 103.8946894191024,348,C,HDB
SK39,,BLK 291 COMPASSVALE STREET,1.3962605918644142 103.8980614050477,292,C,HDB
SK40,,BLK 306 ANCHORVALE LINK,1.3904467558821938 103.88840339805579,0,H,HDB
SK40,,BLK 306 ANCHORVALE LINK,1.3904467558821938 103.88840339805579,66,Y,HDB
SK40,,BLK 306 ANCHORVALE LINK,1.3904467558821938 103.88840339805579,0,C,HDB
SK41,,BLK 305 ANCHORVALE LINK,1.3887279540103277 103.88777616046262,97,Y,HDB
SK41,,BLK 305 ANCHORVALE LINK,1.3887279540103277 103.88777616046262,191,C,HDB
SK41,,BLK 305 ANCHORVALE LINK,1.3887279540103277 103.88777616046262,0,H,HDB
SK43,,BLK 290 COMPASSVALE CRESCENT,1.3964681240900572 103.89718165705683,205,C,HDB
SK44,,BLK 308 ANCHORVALE ROAD,1.389494370918892 103.88638030369826,0,C,HDB
SK44,,BLK 308 ANCHORVALE ROAD,1.389494370918892 103.88638030369826,109,Y,HDB
SK44,,BLK 308 ANCHORVALE ROAD,1.389494370918892 103.88638030369826,0,H,HDB
SK45,,BLK 295 COMPASSVALE CRESCENT,1.3976005195573769 103.8987381795586,342,C,HDB
SK46,,BLK 312 ANCHORVALE LANE,1.392199195684248 103.88511138181357,43,Y,HDB
SK46,,BLK 312 ANCHORVALE LANE,1.392199195684248 103.88511138181357,585,C,HDB
SK46,,BLK 312 ANCHORVALE LANE,1.392199195684248 103.88511138181357,0,H,HDB
SK47,,BLK 310 ANCHORVALE ROAD,1.3903581193342733 103.88518232392215,45,Y,HDB
SK47,,BLK 310 ANCHORVALE ROAD,1.3903581193342733 103.88518232392215,0,H,HDB
SK47,,BLK 310 ANCHORVALE ROAD,1.3903581193342733 103.88518232392215,561,C,HDB
SK48,,BLK 321 ANCHORVALE DRIVE,1.3902040655105687 103.89150780180587,79,Y,HDB
SK48,,BLK 321 ANCHORVALE DRIVE,1.3902040655105687 103.89150780180587,0,H,HDB
SK48,,BLK 321 ANCHORVALE DRIVE,1.3902040655105687 103.89150780180587,448,C,HDB
SK49,,BLK 319 ANCHORVALE DRIVE,1.3905130201801106 103.8904557627221,99,Y,HDB
SK49,,BLK 319 ANCHORVALE DRIVE,1.3905130201801106 103.8904557627221,0,H,HDB
SK49,,BLK 319 ANCHORVALE DRIVE,1.3905130201801106 103.8904557627221,444,C,HDB
SK50,,BLK 323 SENGKANG EAST WAY,1.3932748492802922 103.89256123233137,89,Y,HDB
SK50,,BLK 323 SENGKANG EAST WAY,1.3932748492802922 103.89256123233137,471,C,HDB
SK50,,BLK 323 SENGKANG EAST WAY,1.3932748492802922 103.89256123233137,1,H,HDB
SK51,,BLK 325 SENGKANG EAST WAY,1.3936125125045833 103.89147605677162,0,C,HDB
SK51,,BLK 325 SENGKANG EAST WAY,1.3936125125045833 103.89147605677162,142,Y,HDB
SK51,,BLK 325 SENGKANG EAST WAY,1.3936125125045833 103.89147605677162,1,H,HDB
SK52,,"BLK 318,316A-316C ANCHORVALE LINK",1.3926975289797232 103.88999768221261,418,C,HDB
SK53,,"BLK 313,315A-315C ANCHORVALE ROAD",1.3925584790421417 103.88737404090288,416,C,HDB
SK54,,BLK 184 RIVERVALE CRESCENT,1.392055043852579 103.90831268087513,274,C,HDB
SK55,,BLK 160 RIVERVALE CRESCENT,1.3871444368191364 103.9077694419224,0,H,HDB
SK55,,BLK 160 RIVERVALE CRESCENT,1.3871444368191364 103.9077694419224,913,C,HDB
SK55,,BLK 160 RIVERVALE CRESCENT,1.3871444368191364 103.9077694419224,123,Y,HDB
SK58,,BLK 413 FERNVALE LINK,1.389444719868555 103.87821202833335,672,C,HDB
SK59,,BLK 263 COMPASSVALE STREET,1.3954336679018688 103.8958421976543,0,H,HDB
SK59,,BLK 263 COMPASSVALE STREET,1.3954336679018688 103.8958421976543,0,Y,HDB
SK59,,BLK 263 COMPASSVALE STREET,1.3954336679018688 103.8958421976543,7,C,HDB
SK60,,BLK 404 FERNVALE LANE,1.3877595832091294 103.873259967456,531,C,HDB
SK61,,BLK 406 FERNVALE ROAD,1.3881775375166823 103.8748370651872,0,H,HDB
SK61,,BLK 406 FERNVALE ROAD,1.3881775375166823 103.8748370651872,72,Y,HDB
SK61,,BLK 406 FERNVALE ROAD,1.3881775375166823 103.8748370651872,528,C,HDB
SK63,,BLK 208 COMPASSVALE LANE,1.384046610054622 103.89797731984515,288,C,HDB
SK64,,BLK 269 COMPASSVALE LINK,1.3843909868551971 103.89574224092506,50,Y,HDB
SK64,,BLK 269 COMPASSVALE LINK,1.3843909868551971 103.89574224092506,321,C,HDB
SK64,,BLK 269 COMPASSVALE LINK,1.3843909868551971 103.89574224092506,0,H,HDB
SK65,,BLK 267 COMPASSVALE LINK,1.383647183610355 103.89700587940102,67,Y,HDB
SK65,,BLK 267 COMPASSVALE LINK,1.383647183610355 103.89700587940102,0,H,HDB
SK65,,BLK 267 COMPASSVALE LINK,1.383647183610355 103.89700587940102,503,C,HDB
SK66,,BLK 156A RIVERVALE CRESCENT,1.3916668415122277 103.90693848256704,0,H,HDB
SK66,,BLK 156A RIVERVALE CRESCENT,1.3916668415122277 103.90693848256704,491,Y,HDB
SK66,,BLK 156A RIVERVALE CRESCENT,1.3916668415122277 103.90693848256704,286,C,HDB
SK67,,BLK 266 COMPASSVALE BOW,1.3819478982108133 103.89709576703561,0,H,HDB
SK67,,BLK 266 COMPASSVALE BOW,1.3819478982108133 103.89709576703561,122,Y,HDB
SK67,,BLK 266 COMPASSVALE BOW,1.3819478982108133 103.89709576703561,505,C,HDB
SK68,,BLK 275 COMPASSVALE LINK,1.3830653872305907 103.8942424310359,84,C,HDB
SK69,,BLK 437 FERNVALE ROAD,1.392506224764273 103.87633404339047,119,C,HDB
SK70,,BLK 273 COMPASSVALE LINK,1.384295703148175 103.89474221223846,40,C,HDB
SK71,,BLK 277 COMPASSVALE LINK,1.3820774689850395 103.89418824518279,76,C,HDB
SK72,,BLK 272 SENGKANG CENTRAL,1.3851413504928431 103.8938881855306,64,C,HDB
SK73,,BLK 270 SENGKANG CENTRAL,1.3861118971352637 103.89424467166349,100,C,HDB
SK74,,BLK 439 SENGKANG WEST AVENUE,1.3921683906127407 103.87759621476174,108,C,HDB
SK75,,BLK 441 FERNVALE ROAD,1.391610101880147 103.87511098212607,67,C,HDB
SK76,,BLK 210 COMPASSVALE LANE,1.385327673857747 103.90010855296352,134,C,HDB
SK77,,BLK 410 FERNVALE ROAD,1.3903156800050278 103.87653275385792,117,C,HDB
SK78,,BLK 443 FERNVALE ROAD,1.391683899107028 103.87407028683977,93,C,HDB
SK79,,BLK 212 COMPASSVALE DRIVE,1.3861347542546367 103.90003979227862,70,C,HDB
SK80,,BLK 434 FERNVALE ROAD,1.393921992889188 103.87652601904693,100,C,HDB
SK81,,BLK 446 JALAN KAYU,1.3920275267473732 103.87327575706908,34,C,HDB
SK82,,BLK 182 RIVERVALE CRESCENT,1.390842498736081 103.90901878430242,13,C,HDB
SK83,,BLK 450 SENGKANG WEST WAY,1.394189407310826 103.87340511790639,23,C,HDB
SK84,,BLK 180 RIVERVALE CRESCENT,1.3898977158623242 103.91004707595563,299,C,HDB
SK85,,BLK 430 FERNVALE LINK,1.394240248922084 103.87813726284318,0,H,HDB
SK85,,BLK 430 FERNVALE LINK,1.394240248922084 103.87813726284318,74,Y,HDB
SK85,,BLK 430 FERNVALE LINK,1.394240248922084 103.87813726284318,297,C,HDB
SK86,,BLK 432 SENGKANG WEST WAY,1.3943812007792398 103.87715995536387,79,C,HDB
SK87,,BLK 448 SENGKANG WEST WAY,1.393152021757329 103.87312199679904,36,C,HDB
SK88,,BLK 451 SENGKANG WEST WAY,1.3940211030702978 103.87410393473564,178,C,HDB
SK89,,BLK 326 ANCHORVALE ROAD,1.3948696733323365 103.88854798239039,351,C,HDB
SK89,,BLK 326 ANCHORVALE ROAD,1.3948696733323365 103.88854798239039,0,H,HDB
SK89,,BLK 326 ANCHORVALE ROAD,1.3948696733323365 103.88854798239039,97,Y,HDB
SK90,,BLK 332 ANCHORVALE LINK,1.394852436258572 103.89235786844623,0,H,HDB
SK90,,BLK 332 ANCHORVALE LINK,1.394852436258572 103.89235786844623,5,Y,HDB
SK90,,BLK 332 ANCHORVALE LINK,1.394852436258572 103.89235786844623,458,C,HDB
SK91,,BLK 281 SENGKANG EAST AVENUE,1.3855235976130904 103.89149543536031,216,C,HDB
SK92,,BLK 279 SENGKANG EAST AVENUE,1.3861697181987866 103.89291520211374,143,C,HDB
SK93,,BLK 453 FERNVALE ROAD,1.3939518722043913 103.87538181918734,274,C,HDB
