CarParkID,Area,Development,Location,AvailableLots,LotType,Agency
A28,,BLK 103/105/107 ANG MO KIO STREET 11,1.3716499282715469 103.83746428814888,6,C,HDB
A29,,BLK 347 ANG MO KIO AVENUE 3,1.3672262594190754 103.84871559664535,0,Y,HDB
A29,,BLK 347 ANG MO KIO AVENUE 3,1.3672262594190754 103.84871559664535,0,H,HDB
A29,,BLK 347 ANG MO KIO AVENUE 3,1.3672262594190754 103.84871559664535,279,C,HDB
A30,,BLK 129/134 ANG MO KIO STREET 12,1.370989746679613 103.84241897219859,0,C,HDB
A31,,BLK 119/128 ANG MO KIO STREET 12,1.370451119270784 103.84369994453293,100,C,HDB
A33,,BLK 253/254 ANG MO KIO STREET 21,1.370021011334818 103.83469194577035,0,C,HDB
A34,,BLK 422/425 ANG MO KIO STREET 42,1.368356473215699 103.8516673741017,128,C,HDB
A35,,BLK 426/428/435 ANG MO KIO STREET 43,1.3686463926014272 103.85408147411357,206,C,HDB
A36,,BLK 436/443/445 ANG MO KIO STREET 43,1.366407128174976 103.85527878732992,272,C,HDB
A37,,BLK 446/449/453 ANG MO KIO STREET 43,1.3681130684840597 103.85555655070172,124,C,HDB
A38,,BLK 407/410/421 ANG MO KIO AVENUE 10,1.3639637058093548 103.85458838271097,492,C,HDB
A39,,BLK 401/405 ANG MO KIO AVENUE 10,1.3611510216695524 103.85407215463442,139,C,HDB
A40,,BLK 471/476 ANG MO KIO STREET 44,1.3623561505463557 103.85698208598502,323,C,HDB
A41,,BLK 466/470 ANG MO KIO STREET 44,1.3649369353092062 103.85693260004994,169,C,HDB
A42,,BLK 461/465 ANG MO KIO STREET 44,1.3665801816548027 103.8573638923934,82,C,HDB
A43,,BLK 457/458/460 ANG MO KIO STREET 44,1.3659967355506484 103.85926727197673,12,C,HDB
A44,,BLK 459/456 ANG MO KIO STREET 44,1.3672057432721676 103.85899050852895,48,C,HDB
A45,,BLK 570/578 ANG MO KIO STREET 51,1.37091769305908 103.85523049601,214,C,HDB
A47,,BLK 562/565/560 ANG MO KIO STREET 54,1.3705581670436604 103.8592466089111,142,C,HDB
A48,,BLK 571/73 ANG MO KIO STREET 51,1.3703712814505038 103.85465226093018,14,C,HDB
A49,,BLK 555/559 ANG MO KIO STREET 54,1.3713296059457314 103.85779708766417,91,C,HDB
A50,,BLK 548/552/556 ANG MO KIO STREET 54,1.3725224642306968 103.85760956795319,42,C,HDB
A51,,BLK 252/253A ANG MO KIO STREET 21,1.3694707392879086 103.83437534502326,10,C,HDB
A52,,BLK 701/716 ANG MO KIO AVENUE 3/6,1.3703854326439207 103.84692254711807,39,C,HDB
A53,,BLK 712A ANG MO KIO AVENUE 3/6,1.370865022691834 103.84687730858269,609,C,HDB
A55,,BLK 729/730 ANG MO KIO AVENUE 6/8,1.373191774181976 103.84647485774197,118,C,HDB
A59,,BLK 547/551 ANG MO KIO STREET 54,1.3738962213984727 103.85813978410137,29,C,HDB
A60,,BLK 540/546 ANG MO KIO STREET 54,1.3744644954226042 103.85591341875076,267,C,HDB
A61,,BLK 520/534/529 ANG MO KIO AVENUE 5/10,1.3741704461088198 103.85216001547205,584,C,HDB
A63,,BLK 501/513/508 ANG MO KIO STREET 52/53,1.3752171305126586 103.84939908200674,672,C,HDB
A63,,BLK 501/513/508 ANG MO KIO STREET 52/53,1.3752171305126586 103.84939908200674,64,Y,HDB
A63,,BLK 501/513/508 ANG MO KIO STREET 52/53,1.3752171305126586 103.84939908200674,10,H,HDB
A64,,BLK 584/586 ANG MO KIO STREET 51,1.3705348686935976 103.85346179745225,44,C,HDB
A65,,BLK 558/560 ANG MO KIO STREET 54,1.3710291589515102 103.85941720762487,40,C,HDB
A66,,BLK 601/604/603 ANG MO KIO AVENUE 5,1.3805449308810438 103.83566062297837,39,C,HDB
A67,,BLK 605/612 ANG MO KIO AVENUE 4/5,1.379686324420461 103.83780488938893,368,C,HDB
A68,,BLK 620/624/626 ANG MO KIO STREET 61,1.3818976185359835 103.83985421482738,30,C,HDB
A69,,BLK 623/625/627 ANG MO KIO STREET 61,1.3816414579126424 103.84194543574903,320,C,HDB
A70,,BLK 629/626 ANG MO KIO AVENUE 4,1.3806206411144326 103.84010720676372,104,C,HDB
A71,,BLK 628/632 ANG MO KIO STREET 61,1.3800090936690035 103.84074189671786,109,C,HDB
A72,,BLK 633/640 ANG MO KIO STREET 61,1.3807609626295452 103.84353033817392,141,C,HDB
A73,,BLK 641/645 ANG MO KIO STREET 61,1.3788481891137647 103.84082469669617,132,C,HDB
A74,,BLK 646/649 ANG MO KIO STREET 61,1.3786516802601012 103.84380466372676,64,C,HDB
A75,,BLK 177/182 ANG MO KIO AVENUE 4,1.3762021780435327 103.83868455774711,0,C,HDB
A76,,BLK 613A ANG MO KIO AVENUE 4,1.377977111869396 103.83883480497556,404,C,HDB
A77,,BLK 150/156 ANG MO KIO AVENUE 5,1.376353149333635 103.83997857029887,0,H,HDB
A77,,BLK 150/156 ANG MO KIO AVENUE 5,1.376353149333635 103.83997857029887,7,C,HDB
A77,,BLK 150/156 ANG MO KIO AVENUE 5,1.376353149333635 103.83997857029887,64,Y,HDB
A78,,BLK 157/163 ANG MO KIO AVENUE 4,1.37469471112956 103.8383867909336,0,H,HDB
A78,,BLK 157/163 ANG MO KIO AVENUE 4,1.37469471112956 103.8383867909336,0,Y,HDB
A78,,BLK 157/163 ANG MO KIO AVENUE 4,1.37469471112956 103.8383867909336,89,C,HDB
A81,,BLK 170/172 ANG MO KIO STREET 13,1.3743555525103965 103.83647879468091,67,C,HDB
A82,,BLK 173/176 ANG MO KIO AVENUE 4,1.3756749223770541 103.83639865272276,76,C,HDB
A85,,BLK 340 ANG MO KIO STREET 32,1.3651073779508445 103.84970936855989,34,C,HDB
A87,,BLK 462/463 ANG MO KIO STREET 44,1.3668263586985867 103.85788423737294,46,C,HDB
A88,,BLK 348 ANG MO KIO AVENUE 3,1.3662807156726766 103.84726652678987,5,C,HDB
A88,,BLK 348 ANG MO KIO AVENUE 3,1.3662807156726766 103.84726652678987,64,Y,HDB
A88,,BLK 348 ANG MO KIO AVENUE 3,1.3662807156726766 103.84726652678987,0,H,HDB
A94,,BLK 104C ANG MO KIO STREET 11,1.371859826873073 103.83831596140145,113,C,HDB
A98,,BLK 259 ANG MO KIO AVENUE 2,1.3691643105914437 103.8318542096479,63,C,HDB
ACB,,BLK 270/271 ALBERT CENTRE BASEMENT CAR PARK,1.301063272086422 103.85411804993097,66,C,HDB
ACM,,BLK 98A ALJUNIED CRESCENT,1.3210042901052126 103.8850609476153,131,C,HDB
ACM,,BLK 98A ALJUNIED CRESCENT,1.3210042901052126 103.8850609476153,51,Y,HDB
ACM,,BLK 98A ALJUNIED CRESCENT,1.3210042901052126 103.8850609476153,0,H,HDB
AH1,,BLK 101 JALAN DUSUN,1.3282834951851021 103.84461988914602,115,C,HDB
AR9,,BLK 20/22/23 DOVER CRESCENT,1.3072843627085935 103.78343964059562,24,Y,HDB
AR9,,BLK 20/22/23 DOVER CRESCENT,1.3072843627085935 103.78343964059562,3,C,HDB
AR9,,BLK 20/22/23 DOVER CRESCENT,1.3072843627085935 103.78343964059562,0,H,HDB
AV1,,BLK 120/120A/121-127 ALEXANDRA VILLAGE,1.285582554990985 103.80321526415923,211,C,HDB
B10,,BLK 404/413 BEDOK NORTH AVENUE 3,1.3290283309691664 103.93370774409033,229,C,HDB
B11,,BLK 416/418 BEDOK NORTH AVENUE 2,1.3283420054001354 103.93039617992308,436,C,HDB
B16,,"BLKS 59, 62-65 NEW UPPER CHANGI ROAD",1.3235011179607499 103.94055949192453,197,C,HDB
B17,,BLK 52/57 NEW UPPER CHANGI ROAD,1.3242177380900733 103.94185716126601,142,C,HDB
B19,,"BLK 36-44, 60 BEDOK SOUTH ROAD",1.3219245460933828 103.94096096793449,273,C,HDB
B20,,BLK 67/73 BEDOK SOUTH ROAD,1.3197997144795004 103.9434203770886,140,C,HDB
B21,,BLK 74/82 BEDOK NORTH ROAD,1.3281779629855124 103.94104648719097,283,C,HDB
B24,,BLK 84/89 BEDOK NORTH AVENUE 4,1.3326471603740961 103.93829462226246,11,C,HDB
B25,,BLK 91/97 BEDOK NORTH AVENUE 4,1.3329691188381496 103.9404903428504,0,C,HDB
B26,,BLK 98/100 BEDOK NORTH AVENUE 4,1.3343079868367134 103.94034058725508,95,C,HDB
B27,,BLK 101/106 BEDOK NORTH AVENUE 4,1.334117747053459 103.93803813520942,113,C,HDB
B28,,BLK 107/110 BEDOK NORTH ROAD,1.3325447895997249 103.93557107829305,209,C,HDB
B30,,BLK 119/123 BEDOK NORTH STREET 2,1.3299428347293747 103.93875343367468,105,C,HDB
B31,,BLK 124/129 BEDOK NORTH STREET 2,1.328501234271982 103.93885019978536,235,C,HDB
B32,,BLK 130/132 BEDOK NORTH STREET 2,1.32741066953255 103.93675747950442,58,C,HDB
B33,,BLK 131/133 BEDOK NORTH AVENUE 3,1.3272408584801745 103.93580016456166,67,C,HDB
B34,,BLK 134/136 BEDOK NORTH AVENUE 3,1.3283122944351853 103.93567343083883,194,C,HDB
B35,,BLK 137/140 BEDOK NORTH AVENUE 3,1.3290580972781518 103.93517620266341,60,C,HDB
B40,,BLK 504/508 BEDOK NORTH STREET 3,1.332549947706045 103.93277014516494,282,C,HDB
B41,,BLK 510 BEDOK NORTH STREET 3,1.332554918088082 103.93149286604556,24,C,HDB
B42,,BLK 509/511 BEDOK NORTH STREET 3,1.332451791449896 103.93082115682425,63,C,HDB
B43,,BLK 519/522 553 BEDOK NORTH AVENUE 1/2,1.3311051866136374 103.92760339777347,105,C,HDB
B44,,BLK 528/536 BEDOK NORTH STREET 3,1.333971251507989 103.92750877467213,492,C,HDB
B45,,BLK 537/539 BEDOK NORTH STREET 3,1.3316799840938944 103.9254289988006,21,C,HDB
B46,,BLK 537 BEDOK NORTH STREET 3,1.3313212244714472 103.92418195189418,54,C,HDB
B47,,BLK 540/542 BEDOK NORTH STREET 3,1.3308959153973037 103.92224783902383,156,C,HDB
B48,,BLK 543/547 BEDOK NORTH STREET 3,1.3300959278033337 103.92342122843812,63,C,HDB
B49,,BLK 549/551 BEDOK NORTH AVENUE 1,1.3321857666098362 103.92666820717182,70,C,HDB
B50,,BLK 601/605 BEDOK RESERVOIR ROAD,1.330447090796541 103.91306656126876,223,C,HDB
B51,,BLK 611/616 BEDOK RESERVOIR ROAD,1.3321465001562571 103.91639624241327,155,C,HDB
B52,,BLK 617/624 BEDOK RESERVOIR ROAD,1.3339091800946148 103.91789418746012,125,C,HDB
B53,,BLK 625/629 BEDOK RESERVOIR ROAD,1.3342514891559645 103.91517723527488,47,C,HDB
B54,,BLK 630/632 BEDOK RESERVOIR ROAD,1.3333637441327215 103.91520373671223,86,C,HDB
B57,,BLK 701/708 BEDOK RESERVOIR ROAD,1.3358433945538228 103.91901927098677,204,C,HDB
B59,,BLK 716/718/721 BEDOK RESERVOIR ROAD,1.3375088707661624 103.92596102405406,177,C,HDB
B60,,BLK 722/725 BEDOK RESERVOIR ROAD,1.3372324411224403 103.92905669850003,103,C,HDB
B63,,BLK 739/745 BEDOK RESERVOIR ROAD,1.338153727033021 103.92261646334426,42,C,HDB
B65,,BLK 155/172 BEDOK SOUTH ROAD/AVENUE 3,1.320032910433134 103.94565928752297,248,C,HDB
B66,,BLK 637A BEDOK RESERVOIR ROAD,1.3305481549439688 103.90433956320612,285,C,HDB
B67,,BLK 649A JALAN TENAGA,1.3320157721544792 103.90639475945405,98,C,HDB
B68,,BLK 10A BEDOK SOUTH AVENUE 2,1.3225048597744893 103.93692202997933,298,C,HDB
B69,,BLK 94A BEDOK NORTH AVENUE 4,1.3334261837031032 103.94197073619374,199,C,HDB
B70,,BLK 201 BEDOK NORTH STREET 1,1.3262898454257634 103.92799551906192,23,C,HDB
B71,,BLK 29C CHAI CHEE AVENUE,1.3242938891913536 103.92430036898243,126,C,HDB
B72,,BLK 660A JALAN TENAGA,1.3343770596612128 103.90738977380717,140,C,HDB
B73,,BLK 651A JALAN TENAGA,1.3324922679196574 103.9069672461518,38,C,HDB
B74,,BLK 671A JALAN DAMAI,1.3328468531898072 103.90905526271882,232,C,HDB
B75,,BLK 613C BEDOK RESERVOIR ROAD,1.3330705485281726 103.91760166991956,263,C,HDB
B79,,BLK 772A BEDOK RESERVOIR VIEW,1.3367761555089643 103.937406609969,986,C,HDB
B7A,,BLK 216/218 BEDOK NORTH STREET 1,1.327131692423387 103.93403695950923,93,C,HDB
B7B,,BEDOK CENTRAL,1.32652150183259 103.93484000406869,14,C,HDB
B80,,BLK 739A BEDOK RESERVOIR ROAD,1.338268305116558 103.92336060080393,231,C,HDB
B81,,BLK 30A NEW UPPER CHANGI ROAD,1.3232111240704674 103.93494255225352,386,C,HDB
B83,,BLK 21A CHAI CHEE ROAD,1.3264690136287884 103.92227129473217,127,C,HDB
B84,,BLK 215A BEDOK CENTRAL,1.3262261095940622 103.93420475731575,511,C,HDB
B85,,BLK 184 BEDOK NORTH ROAD,1.3260802458998344 103.94135784200374,342,C,HDB
B86,,BLK 114A BEDOK NORTH STREET 2,1.3307672181705297 103.93569124962679,52,C,HDB
B88,,BLK 34A BED0K SOUTH AVENUE 2,1.322273038633516 103.93829861018831,177,C,HDB
B89,,BLK 116A BEDOK NORTH ROAD,1.330959178959611 103.93726546144443,145,C,HDB
B8B,,BLK 222 BEDOK NORTH DRIVE,1.3247921202641175 103.9279467399681,103,C,HDB
B91,,BLK 630 BEDOK RESERVOIR ROAD,1.3327973239947524 103.9142523333679,37,C,HDB
B92,,BLK 2A BEDOK SOUTH AVENUE 1,1.3216973942731747 103.93393509513592,428,C,HDB
B94,,BLK 513A BEDOK NORTH AVENUE 2,1.3322601658831659 103.92935743869766,290,C,HDB
B95,,BLK 220 BEDOK CENTRAL,1.325512980351013 103.93508272946283,228,C,HDB
B96,,BLK 219 BEDOK CENTRAL,1.3249662904288013 103.93295160832382,116,C,HDB
B97,,BLK 714A BEDOK RESERVOIR ROAD,1.3361557899565697 103.92350807855597,266,C,HDB
B98,,BLK 748 BEDOK RESERVOIR CRESCENT,1.3360794195523567 103.92191686099011,266,C,HDB
BA1,,BLK 106 BIDADARI PARK DRIVE,1.3336954080656827 103.87082697082725,102,C,HDB
BA2,,BLK 117 ALKAFF CRESCENT,1.3369045733599745 103.87325519194002,137,C,HDB
BA3,,BLK 101 BIDADARI PARK DRIVE,1.3362715926019935 103.8713218447432,187,C,HDB
BA4,,BLK 113 ALKAFF CRESCENT,1.3352592556891838 103.87294849581737,248,C,HDB
BA6,,BLK 201 WOODLEIGH LINK,1.3402534869386984 103.87218551400792,218,C,HDB
BA7,,BLK 206 WOODLEIGH LINK,1.3418207211928377 103.87213669031203,77,C,HDB
BA8,,BLK 207 WOODLEIGH LINK,1.341761741836864 103.87147202648819,60,C,HDB
BA9,,BLK 212 BIDADARI PARK DRIVE,1.343128345105034 103.8759161848771,303,C,HDB
BBB,,BLK 231 BRAS BASAH BASEMENT CAR PARK,1.2965800277244677 103.85366320640065,163,C,HDB
BE3,,BLK 401-408 SIN MING AVENUE,1.3623638203409012 103.83440656538859,108,C,HDB
BE4,,BLK 101-116 BISHAN STREET 12,1.346495537433186 103.8483777826147,0,C,HDB
BE5,,BLK 117-134 BISHAN STREET 12,1.346177376367896 103.85096106346923,222,C,HDB
BE6,,BLK 135/138 BISHAN STREET 12,1.344748214145811 103.85188334257278,101,C,HDB
BE7,,BLK 139-144 BISHAN STREET 12,1.345004699191735 103.8530228907719,2,C,HDB
BE8,,"BLK 145-150A, 151 BISHAN STREET 11",1.3444363922829372 103.85531480784528,272,C,HDB
BE9,,BLK 153-167 BISHAN STREET 13,1.3471702615474304 103.85618277394856,262,C,HDB
BH1,,BLK 1 THOMSON ROAD,1.3249913647150593 103.84245992582541,40,C,HDB
BH2,,BLK 2 BALESTIER ROAD,1.3260459729874303 103.84276130300204,35,C,HDB
BJ1,,BLK 130-140 CASHEW ROAD,1.373956680109739 103.76932302016635,173,C,HDB
BJ2,,BLK 141-151 GANGSA ROAD/PETIR ROAD,1.3761350307351357 103.76666134027646,189,C,HDB
BJ3,,BLK 101/129 GANGSA ROAD/PENDING ROAD,1.3773101941170232 103.76937734296439,335,C,HDB
BJ4,,BLK 219/233 PETIR ROAD,1.3755313767679167 103.77225793527485,443,C,HDB
BJ8,,BLK 201/218 PETIR ROAD,1.374699730810128 103.773595837088,441,C,HDB
BL3,,BLK 174/179 BOON LAY DRIVE,1.34687470765211 103.70923455522829,54,C,HDB
BL8,,BLK 221 BOON LAY PLACE,1.3454251335793708 103.71339091636777,283,C,HDB
BLM,,BLK 10 BENDEMEER ROAD,1.3155064401629157 103.8609587327013,326,C,HDB
BM1,,BLK 28 JALAN BUKIT MERAH,1.2863026958390145 103.80957147714551,14,C,HDB
BM2,,BLK 28 HOY FATT ROAD,1.286850767982192 103.80995307226152,25,C,HDB
BM3,,BLK 49/50 HOY FATT ROAD,1.2877077662677319 103.8115277694692,0,C,HDB
BM4,,BLK 35A JALAN RUMAH TINGGI,1.2876672842474406 103.80895514474007,45,C,HDB
BM5,,BLKS 8/10 JALAN RUMAH TINGGI,1.288431556062145 103.80761950142218,0,H,HDB
BM5,,BLKS 8/10 JALAN RUMAH TINGGI,1.288431556062145 103.80761950142218,8,C,HDB
BM5,,BLKS 8/10 JALAN RUMAH TINGGI,1.288431556062145 103.80761950142218,8,Y,HDB
BM6,,BLK 61 LENGKOK BAHRU,1.2895333905488058 103.81376449901671,13,Y,HDB
BM6,,BLK 61 LENGKOK BAHRU,1.2895333905488058 103.81376449901671,0,H,HDB
BM6,,BLK 61 LENGKOK BAHRU,1.2895333905488058 103.81376449901671,5,C,HDB
BP1,,BLK 101/109 BUKIT PURMEI ROAD,1.2727949460003773 103.82487004638608,285,C,HDB
BP2,,BLK 110/115 BUKIT PURMEI ROAD,1.2740916912695632 103.8270043282818,110,C,HDB
BR4,,BLK 81/89 WHAMPOA DRIVE,1.3235772597247624 103.85542137806375,235,C,HDB
BR5,,BLK 74/75 WHAMPOA DRIVE,1.32490897072661 103.858190639299,58,C,HDB
BR6,,BLK 92 WHAMPOA DRIVE,1.3230388253740852 103.85353576307087,84,C,HDB
BR8,,BLK 76/77 LORONG LIMAU,1.3251600111021893 103.85455834180911,59,C,HDB
BR9,,BLK 69 MOULMEIN ROAD,1.318962569622553 103.85074308712245,32,C,HDB
BRM,,BLK 39 BENDEMEER ROAD,1.32074720245818 103.86617287009035,223,C,HDB
BTM,,BLK 2B BOON TIONG ROAD,1.2867839238651977 103.83328974783585,284,C,HDB
BTM,,BLK 2B BOON TIONG ROAD,1.2867839238651977 103.83328974783585,1,H,HDB
BTM,,BLK 2B BOON TIONG ROAD,1.2867839238651977 103.83328974783585,40,Y,HDB
BWM,,BLK 2A JALAN BUKIT MERAH,1.28692802563295 103.80670138529207,112,C,HDB
C10,,"BLK 339,341,344-345,371-381 CLEMENTI AVENUE 5",1.318463207322029 103.7689629452162,177,Y,HDB
C10,,"BLK 339,341,344-345,371-381 CLEMENTI AVENUE 5",1.318463207322029 103.7689629452162,0,H,HDB
C10,,"BLK 339,341,344-345,371-381 CLEMENTI AVENUE 5",1.318463207322029 103.7689629452162,738,C,HDB
C11,,"BLK 321-322,324-326 CLEMENTI AVENUE 5",1.3148008328958967 103.76613081145928,58,C,HDB
C12,,"BLK 301-302,305-308 CLEMENTI AVENUE 4",1.3217898444678515 103.76610607293541,289,C,HDB
C12,,"BLK 301-302,305-308 CLEMENTI AVENUE 4",1.3217898444678515 103.76610607293541,93,Y,HDB
C12,,"BLK 301-302,305-308 CLEMENTI AVENUE 4",1.3217898444678515 103.76610607293541,0,H,HDB
C16,,BLK 430-435 CLEMENTI AVENUE 3,1.3143139266919819 103.7624815716714,160,C,HDB
C17,,"BLK 442-444,442A CLEMENTI AVENUE 3",1.313857729498395 103.76389656958342,5,C,HDB
C17,,"BLK 442-444,442A CLEMENTI AVENUE 3",1.313857729498395 103.76389656958342,1,Y,HDB
C17,,"BLK 442-444,442A CLEMENTI AVENUE 3",1.313857729498395 103.76389656958342,0,H,HDB
C18,,BLK 426/428 CLEMENTI AVENUE 3,1.3122716629084188 103.76337442086931,58,C,HDB
C20,,BLK 449-451 CLEMENTI AVENUE 3,1.3133478208268035 103.7652617466195,132,C,HDB
C24,,BLK 110/118 CLEMENTI STREET 13,1.3241976207700301 103.77128667696408,58,Y,HDB
C24,,BLK 110/118 CLEMENTI STREET 13,1.3241976207700301 103.77128667696408,0,H,HDB
C24,,BLK 110/118 CLEMENTI STREET 13,1.3241976207700301 103.77128667696408,550,C,HDB
C25,,BLK 101-104 CLEMENTI STREET 14,1.3223512365791492 103.76898892209653,0,C,HDB
C25,,BLK 101-104 CLEMENTI STREET 14,1.3223512365791492 103.76898892209653,0,H,HDB
C25,,BLK 101-104 CLEMENTI STREET 14,1.3223512365791492 103.76898892209653,8,Y,HDB
C26,,BLK 105-107 CLEMENTI STREET 12,1.3225877611735402 103.76992906520303,6,H,HDB
C26,,BLK 105-107 CLEMENTI STREET 12,1.3225877611735402 103.76992906520303,1,Y,HDB
C26,,BLK 105-107 CLEMENTI STREET 12,1.3225877611735402 103.76992906520303,1,C,HDB
C27,,BLK 108/109 CLEMENTI STREET 11,1.322242262904435 103.77051277091043,0,H,HDB
C27,,BLK 108/109 CLEMENTI STREET 11,1.322242262904435 103.77051277091043,5,Y,HDB
C27,,BLK 108/109 CLEMENTI STREET 11,1.322242262904435 103.77051277091043,0,C,HDB
C29,,BLK 501-505 WEST COAST DRIVE,1.3126146115229127 103.75923178966639,159,C,HDB
C2M,,BLK 463 CLEMENTI AVENUE 1,1.310928216178215 103.76788059683925,338,C,HDB
C30,,BLK 507-509 WEST COAST DRIVE,1.3114580973813892 103.76142107025267,118,C,HDB
C31,,BLK 510/511 WEST COAST ROAD,1.3105631944594394 103.76059908247069,61,C,HDB
C33,,BLK 601-613 CLEMENTI WEST STREET 1,1.304559437965959 103.7668576180023,359,C,HDB
C34,,BLK 702/703 WEST COAST ROAD,1.3070103153054182 103.76093627015365,64,C,HDB
C35,,BLK 704-714 CLEMENTI WEST STREET 2,1.305612302412758 103.76143922562333,280,C,HDB
C36,,BLK 728/729 CLEMENTI WEST STREET 2,1.305309674520164 103.76355742121392,6,C,HDB
C37,,"BLK 720-727,730-731 CLEMENTI WEST STREET 2",1.303538317125279 103.76397169772997,208,C,HDB
C38,,BLK 715-717 CLEMENTI WEST STREET 2,1.3028066678176269 103.76252679035996,76,C,HDB
C3M,,BLK 416A CLEMENTI AVENUE 1,1.3098135876321173 103.77013103455903,563,C,HDB
C3M,,BLK 416A CLEMENTI AVENUE 1,1.3098135876321173 103.77013103455903,294,Y,HDB
C3M,,BLK 416A CLEMENTI AVENUE 1,1.3098135876321173 103.77013103455903,0,H,HDB
C4M,,BLK 413A COMMONWEALTH AVENUE WEST,1.3114801086966732 103.77050251295184,268,C,HDB
C4M,,BLK 413A COMMONWEALTH AVENUE WEST,1.3114801086966732 103.77050251295184,24,Y,HDB
C4M,,BLK 413A COMMONWEALTH AVENUE WEST,1.3114801086966732 103.77050251295184,0,H,HDB
CAM,,BLK 88 TANGLIN HALT ROAD,1.3018210574302524 103.79820565809396,0,H,HDB
CAM,,BLK 88 TANGLIN HALT ROAD,1.3018210574302524 103.79820565809396,98,Y,HDB
CAM,,BLK 88 TANGLIN HALT ROAD,1.3018210574302524 103.79820565809396,169,C,HDB
CC4,,"BLK 22/24, 59/63, 803/805 CHAI CHEE ROAD",1.3257615383234542 103.92138753079276,123,C,HDB
CC5,,BLK 27 CHAI CHEE ROAD,1.3248224612216202 103.92340067458187,60,C,HDB
CC6,,BLK 25-27 CHAI CHEE ROAD,1.3235138141071365 103.92356461224142,29,C,HDB
CC7,,BLK 30/40 CHAI CHEE AVENUE,1.3252462055345138 103.92568734971884,120,C,HDB
CC8,,BLK 55/58 CHAI CHEE DRIVE,1.326895488320854 103.91944117263688,34,C,HDB
CC9,,BLK 41/42 CHAI CHEE STREET,1.3277201162764753 103.925995094557,62,C,HDB
CDM,,BLK 54 COMMONWEALTH DRIVE,1.3016364093613493 103.7967913879039,81,Y,HDB
CDM,,BLK 54 COMMONWEALTH DRIVE,1.3016364093613493 103.7967913879039,0,H,HDB
CDM,,BLK 54 COMMONWEALTH DRIVE,1.3016364093613493 103.7967913879039,120,C,HDB
CK1,,BLK 101/108 TECK WHYE LANE,1.3774743472908235 103.75396651904403,81,C,HDB
CK2,,BLK 109/117 TECK WHYE LANE,1.379252780655672 103.75137165184246,202,C,HDB
CK3,,BLK 118/124 TECK WHYE LANE,1.378605924376253 103.75006247869963,106,C,HDB
CK4,,"BLK 135-138,141,142 & 145 TECK WHYE LANE/AVENUE",1.3801437034061474 103.7516624374116,0,C,HDB
CK6,,"BLK 143, 144 & 146 TECK WHYE LANE",1.3807326977345147 103.75310558123051,24,C,HDB
CK7,,BLK 135A TECK WHYE LANE,1.3802822594293218 103.75196049935144,221,C,HDB
CK8,,BLK 201-221 CHOA CHU KANG CENTRAL,1.3820860792831664 103.74710566112681,203,C,HDB
CK9,,BLK 223-227 CHOA CHU KANG CENTRAL,1.3814959737593717 103.74491781005582,0,C,HDB
CLM,,BLK 129A CLARENCE LANE,1.292483011990864 103.81440063004621,16,Y,HDB
CLM,,BLK 129A CLARENCE LANE,1.292483011990864 103.81440063004621,245,C,HDB
CLM,,BLK 129A CLARENCE LANE,1.292483011990864 103.81440063004621,0,H,HDB
CM1,,BLK 10 CANTONMENT CLOSE,1.274458074100072 103.83921657284019,256,Y,HDB
CM1,,BLK 10 CANTONMENT CLOSE,1.274458074100072 103.83921657284019,0,H,HDB
CM1,,BLK 10 CANTONMENT CLOSE,1.274458074100072 103.83921657284019,0,C,HDB
CR1,,BLK 1/3/15/17 BEACH ROAD,1.3032708362999172 103.86330772252774,38,C,HDB
CR2,,BLK 3/4 BEACH ROAD,1.3046835403568795 103.86565822017201,5,C,HDB
CR3,,BLK 9 NORTH BRIDGE ROAD,1.3050686537897667 103.86432479530659,7,C,HDB
CR7,,BLK 464/463 CRAWFORD LANE,1.3055339795614602 103.86233932875302,40,C,HDB
CSM,,BLK 54 CHIN SWEE ROAD MSCP,1.287438074159722 103.84116520631515,214,C,HDB
CV1,,BLK 1/1A TELOK PAKU ROAD,1.3883291627852707 103.98817800327292,183,C,HDB
CV2,,BLK 3 CHANGI VILLAGE ROAD,1.389902482720955 103.98798894765098,27,C,HDB
CV3,,BLK 5 CHANGI VILLAGE ROAD,1.3899831181742155 103.98648685774623,47,C,HDB
DRS,,BLK 102A/102B DEPOT ROAD,1.2804697558018912 103.8129928199002,1296,C,HDB
EC2,,BLK 12-25 EUNOS CRESCENT,1.3226157283431923 103.90444212518159,410,C,HDB
EC3,,BLK 5-8/11/4A EUNOS CRESCENT,1.3211567341176806 103.90447581531457,24,C,HDB
EC4,,BLK 1-3/1A EUNOS CRESCENT,1.3205164562699416 103.90269244435383,66,C,HDB
EC7,,BLK 842-848 SIMS AVENUE,1.3177837032183537 103.90162574678311,22,C,HDB
EC8,,BLK 2A EUNOS MRT SIMS AVENUE,1.3192268648210075 103.90320810512732,153,C,HDB
ECM,,BLK 31A EUNOS CRESCENT,1.319997627901485 103.90162713608842,251,C,HDB
EI3,,BLK 410 TO 417 EUNOS ROAD 5,1.3188464672799805 103.89837967178809,65,C,HDB
EPL,,BLK 1/7 EVERTON PARK,1.2771635534639967 103.83991265403962,0,C,HDB
EPM,,BLK 6A EVERTON ROAD,1.2761844360812649 103.83890822772908,126,C,HDB
FRM,,BLK 808 FRENCH ROAD MSCP,1.3087586330473455 103.86136466220752,178,C,HDB
